brand,name,old_price,new_price,ml,concentration,item_rating,seller,seller_rating,num_seller_ratings
Rasasi,Bent Al Ezz Nabah EDP 18ml,"AED, ,79.95, ",,wrangle from name,wrangle from name,,noon,4,7.7K
ETAT LIBRE D'ORANGE,Remarkable People EDP 100ml,650.00,351.00,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
COLOUR ME,Sky Blue EDP 100ml,56.00,39.80,wrangle from name,wrangle from name,,BLUEPEARL,4,40
SWISS ARABIAN,Mutamayez EDP 100ml,"AED, ,85.00","AED, ,55.00, ",wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Louis Cardin,White Gold EDP 100ml,199.00,72.20,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
MORESQUE,Gold Sole EDP Gold Collection 50ml,"AED, ,1570.00","AED, ,878.50, ",wrangle from name,wrangle from name,,noon,4,7.7K
NISHANE ISTANBUL,Duftbluten EDP 50ml,725.00,399.50,wrangle from name,wrangle from name,,branded perfume,3.3,394
SWISS ARABIAN,Al Waseem EDP 100ml,"AED, ,90.00, ",,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Geparlys,Bois D'Orient EDP 100ml,"AED, ,240.00","AED, ,172.85, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
Min New York,Shaman EDP 75ml,"AED, ,1155.00","AED, ,524.65, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Amouroud,Oud After Dark EDP 100ml,"AED, ,433.00","AED, ,309.00, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Frederic Malle,Lys Mediterranee EDP For Unisex 100ml,944.00,765.25,wrangle from name,wrangle from name,,Fragrance House,3.5,246
Niya,Prive Royal Amber EDP 100ml,198.00,99.00,wrangle from name,wrangle from name,,noon,4,48.9K
Xerjoff,Ouverture EDP 50ml,746.15,,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
Aramis,Calligraphy Rose EDP 100ml,517.00,215.00,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Rasasi,Oudh Al Abiyad Essence of Arabia EDP 50ml,,,wrangle from name,wrangle from name,,AL RASASI TRADING CO.(L.L.C.),4.3,44
Parfums De Marly,Darley EDP 1 125ml,,,wrangle from name,wrangle from name,,Brand Store,3.7,173
Al Rehab,3-Piece White Musk Concentrated Perfume 3x6ml,87.00,25.00,wrangle from name,wrangle from name,,zaitoonbazar,3.9,102
KHALIS,Resolute Gold 100ml,89.00,38.00,wrangle from name,wrangle from name,,umeema,3,105
HISTOIRES de PARFUMS,Tubereuse 3 Animale EDP 120ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Rasasi,Daarej EDP 100ml,,,wrangle from name,wrangle from name,,AL RASASI TRADING CO.(L.L.C.),4.3,44
Victoria's,Bombshell EDP 100ml,483.20,,wrangle from name,wrangle from name,,ZS HUB,1.3,78
Ajmal,Qafiya 04 EDP 75ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Ajmal,Entice 2 EDP 75ml,83.45,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Al Rehab,Yes Concentrated Perfume 6ml,10.00,,wrangle from name,wrangle from name,,zaitoonbazar,3.9,102
Frederic Malle,Portrait Of A Lady EDP 50ml,2772.00,,wrangle from name,wrangle from name,,StartUP,3.7,1.4K
Al Rehab,Sandra Concentrated Perfume Oil Without Alcohol 6ml,10.00,,wrangle from name,wrangle from name,,zaitoonbazar,3.9,102
Lattafa,Ameer Al Oud EDP 100ml,59.00,29.50,wrangle from name,wrangle from name,,umeema,3,105
AMOUAGE,Interlude EDP For Men 100ml,,,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
Van Cleef & Arpels,Moonlight Patchouli EDP 75ml,740.00,485.00,wrangle from name,wrangle from name,,Multibrands,3.7,27
Dior,Addict EDP For Women 100ml,,,wrangle from name,wrangle from name,,itak,3.2,46
Ex Nihilo,Fleur Narcotique EDP 100ml,,,wrangle from name,wrangle from name,,WEB MART,1.7,90
CHANEL,Bleu De Chanel Pour Homme EDP 50ml,,,wrangle from name,wrangle from name,,itak,3.2,46
THE MERCHANT OF VENICE,Perfume Craquele EDP 100ml,,,wrangle from name,wrangle from name,,DealsOnline,2.8,95
Guerlain,Bois Mysterieux EDP 125ml,,,wrangle from name,wrangle from name,,DealsOnline,2.8,95
MISSONI,Pour Homme EDP 50ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Seris Parfums,Splendor Oriental EDP 100ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
VILILY,Blooming EDP 25ml,18.00,14.00,wrangle from name,wrangle from name,,Zewa,3.9,757
MARCOSERUSSI,Marco Serussi The Lady EDP 90ml,,,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Lancome,Idole EDP For Women 75ml,520.00,234.00,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
GIORGIO ARMANI,Acqua Di Gio Profumo EDP 125ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
MONTBLANC,Legend Night EDP 100ml,255.00,128.45,wrangle from name,wrangle from name,,WEB MART,1.7,90
Memo Paris,Memo Irish Leather EDP For Unisex 75ml,,,wrangle from name,wrangle from name,,Fragrance House,3.5,246
Agent Provocateur,Fatal Intens EDP 100ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
NARCISO RODRIGUEZ,Pure Musc EDP 100ml,451.00,182.00,wrangle from name,wrangle from name,,MANIFESTO,1.5,55
Lattafa,Manqu'e Al-Musk EDP 100ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Jimmy Choo,Illicit EDP 0.15ounce,28.00,19.20,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Samawa,Midas Touch Me Cold EDP 100ml,,,wrangle from name,wrangle from name,,SamawaGlobal,3.4,107
CHANEL,Coromandel EDP 200ml,1776.00,1703.00,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
PRADA,Amber Intense EDP 100ml,296.00,210.50,wrangle from name,wrangle from name,,branded perfume,3.3,394
Givenchy,L'Interdit EDP 80ml,410.81,279.00,wrangle from name,wrangle from name,,WEB MART,1.7,90
PACO RABANNE,Lady Million EDP 80ml,,,wrangle from name,wrangle from name,,MANIFESTO,1.5,55
NARCISO RODRIGUEZ,Narciso Rodriguez EDP 100ml,445.00,170.35,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
BVLGARI,Goldea The Roman Night Absolute EDP 50ml,"AED, ,208.00","AED, ,134.45, ",wrangle from name,wrangle from name,,noon,4,7.7K
AMOUAGE,Honour EDP 100ml,,,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
CAROLINA HERRERA,Burning Rose EDP 100ml,990.00,874.95,wrangle from name,wrangle from name,,branded perfume,3.3,394
Calvin Klein,Obsession Secret EDP 100ml,130.12,76.15,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Rasasi,Oud Al Mubakhar EDP 100ml,39.85,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Rasasi,Attar Al Boruzz Jazeebiyat Musk Tabriz EDP 50ml,446.25,,wrangle from name,wrangle from name,,AL RASASI TRADING CO.(L.L.C.),4.3,44
Afnan,Rare Carbon EDP 100ml,"AED, ,108.10, ",,wrangle from name,wrangle from name,,noon,4,7.7K
jennifer lopez,Live Luxe EDP 100ml,71.00,65.40,wrangle from name,wrangle from name,,noon,4,7.7K
Britney Spears,Hidden Fantasy EDP 100ml,245.00,71.95,wrangle from name,wrangle from name,,Fragrance House,3.5,246
Calvin Klein,Euphoria EDP 100ml,"AED, ,172.00","AED, ,121.25, ",wrangle from name,wrangle from name,,noon,4,7.7K
Emper,Lady Presidente EDP 80ml,40.25,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
SWISS ARABIAN,Attar Al Ghutra EDP 100ml,265.00,,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Afnan,Supremacy EDP 100ml,220.00,86.95,wrangle from name,wrangle from name,,noon,4,7.7K
Yves Rocher,Plein Soleil EDP 100ml,"AED, ,348.00","AED, ,194.25, ",wrangle from name,wrangle from name,,Al Shamsi,4,146
BVLGARI,Splendida Tubereuse Mystique EDP 100ml,"AED, ,221.65, ",,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
DKNY,Nectar Love EDP 100ml,132.80,,wrangle from name,wrangle from name,,noon,4,7.7K
GIORGIO ARMANI,Prive Oud Royal EDP 100ml,798.00,,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
LALIQUE,Les Compositions Zamak EDP 100ml,"AED, ,281.00","AED, ,182.85, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Miu Miu,L'Eau Bleue EDP 100ml,513.00,223.15,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Rasasi,Entebaa Pour Homme EDP 100ml,"AED, ,327.00","AED, ,108.15, ",wrangle from name,wrangle from name,,noon,4,7.7K
Arabian Oud,Moody Perfume Spray 75ml,"AED, ,283.50","AED, ,141.75, ",wrangle from name,wrangle from name,,Arabian Oud,3.9,25
Dior,Intense EDP For Men 100ml,"AED, ,1669.00","AED, ,405.40, ",wrangle from name,wrangle from name,,noon,4,7.7K
Niya,Summer Lily EDP 100ml,99.00,45.00,wrangle from name,wrangle from name,,noon,4,48.9K
Niya,Ocean Breeze EDP 100ml,99.00,45.00,wrangle from name,wrangle from name,,noon,4,48.9K
V Canto,Alibi EDP 100ml,495.00,206.60,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Al Zaabiah,Lucr Baby EDS - Black 50ml,27.00,,wrangle from name,wrangle from name,,Al Zaabiah Oud Trading,3.8,20
Amouroud,Silk Route EDP 100ml,"AED, ,250.95, ",,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
RUE BROCA,Pride Pour Femme EDP 100ml,92.00,46.30,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Rasasi,Secret EDP 75ml,105.00,36.75,wrangle from name,wrangle from name,,Rasasi Official,4.7,27
BURBERRY,Burberry London Fabric EDP 100ml,169.00,121.90,wrangle from name,wrangle from name,,Glazed Fashion,3.5,259
ARABIYAT,Khasab Al Oud Gold EDP 100ml,"AED, ,54.00","AED, ,30.00, ",wrangle from name,wrangle from name,,LA,3.9,86
Elizabeth,5th Avenue by  Arden  EDP 125ml,"AED, ,92.20, ",,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
ARABIYAT,Khasab Al Oud EDP 100ml,"AED, ,32.00, ",,wrangle from name,wrangle from name,,LA,3.9,86
KORLOFF,Private Silver Wood EDP 88ml,106.00,84.35,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
RUE BROCA,Penthouse Windsor EDP 80ml,"AED, ,63.95, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Paloma Picasso,Paloma Picasso EDP 100ml,222.00,174.85,wrangle from name,wrangle from name,,noon,4,7.7K
Franck Olivier,Passion Extreme EDP 75ml,64.00,44.42,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Amazing Creation,Oud Wood Perfume EDP 100ml,"AED, ,125.50, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Paris Hilton,Tease EDP 100ml,68.50,,wrangle from name,wrangle from name,,noon,4,7.7K
VERSACE,Bright Crystal Absolu EDP 50ml,399.00,141.55,wrangle from name,wrangle from name,,noon,4,7.7K
CHANEL,Allure Edition Blanche EDP 100ml,"AED, ,940.00","AED, ,550.50, ",wrangle from name,wrangle from name,,noon,4,7.7K
Rihanna,Reb'l Fleur EDP 100ml,183.89,96.50,wrangle from name,wrangle from name,,Fragrance House,3.5,246
Afnan,Musk Abiyad EDP 100ml,57.00,31.00,wrangle from name,wrangle from name,,LA,3.9,86
7 Garnets,White EDP 100ml,70.00,36.00,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Diptyque,Philosykos EDP 75ml,497.00,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
KILIAN,Perfume Forbidden Games EDP 50ml,1165.00,867.75,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Amouroud,Miel Sauvage EDP 100ml,325.00,290.75,wrangle from name,wrangle from name,,Fragrance House,3.5,246
Xerjoff,Casamorati Fiore D'Ulivo 1888 EDP 100ml,529.70,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
johan.b,Rich EDP 2.8ounce,56.00,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Tiziana Terenzi,Ecstasy EDP 100ml,346.50,251.00,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
KILIAN,Good Girl Gone Bad Perfume EDP 50ml,1535.00,889.05,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
Paris Hilton,Gold Rush EDP 100ml,82.00,70.50,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
BYREDO,Sunday Cologne EDP 50ml,610.00,429.00,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
SWISS ARABIAN,Faith EDP 100ml,"AED, ,85.00, ",,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Baldessarini,Ambre Oud EDP 90ml,163.20,105.90,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Bond No.9,Dubai Black Sapphire EDP 100ml,"AED, ,1234.00","AED, ,601.65, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
SWISS ARABIAN,Layali EDP 50ml,100.00,65.00,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
BLEND OUD,Rams EDP 75ml,750.00,694.45,wrangle from name,wrangle from name,,MG.Store,3,2.3K
Abercrombie & Fitch,First Instinct EDP 100ml,158.00,98.85,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
acqua di parma,Oud EDP 100ml,385.70,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Memo Paris,French Leather EDP 75ml,514.30,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Amazing Creation,Stronger Leather Blend Perfume 100ml,109.00,,wrangle from name,wrangle from name,,SamawaGlobal,3.4,107
STELLA MCCARTNEY,Pack Of 2 Mccartney Classic (W) EDP 2x50ml,236.50,,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
DHAMMA,Oud Addict EDP 100ml,45.00,,wrangle from name,wrangle from name,,Dhamma perfumes,4.2,51
PENHALIGON'S,Portraits Monsieur Beauregard EDP 75ml,,,wrangle from name,wrangle from name,,Dream Deals,1.6,82
Samawa,Raihana EDP 100ml,,,wrangle from name,wrangle from name,,SamawaGlobal,3.4,107
Mercedes-Benz,Le Parfum EDP 120ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Dunhill,Icon Absolute EDP 100ml,175.25,,wrangle from name,wrangle from name,,ZS HUB,1.3,78
Memo Paris,Moon Fever EDP 75ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Influence Germany,Taraf EDP 100ml,49.00,16.95,wrangle from name,wrangle from name,,European Express,3.7,64
CHLOE,Chloe Nomade EDT 75ml,747.00,178.90,wrangle from name,wrangle from name,,WEB MART,1.7,90
GIORGIO ARMANI,Si EDP 100ml,529.00,287.60,wrangle from name,wrangle from name,,Al Aflah Trading LLC,1.7,46
Estee Lauder,Private Collection EDP 50ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
NARCISO RODRIGUEZ,Fleur Musc EDP 100ml,580.00,221.00,wrangle from name,wrangle from name,,MANIFESTO,1.5,55
Dolce & Gabbana,Light Blue Eau Intense EDP For Men 100ml,395.00,242.55,wrangle from name,wrangle from name,,Ruby Store,3,144
Lancome,La Vie Est Belle EDP 75ml,,,wrangle from name,wrangle from name,,MANIFESTO,1.5,55
CAROLINA HERRERA,212 S**y EDP 60ml,"AED, ,395.00","AED, ,160.95, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
GUESS,Marciano EDP 100ml,107.00,62.45,wrangle from name,wrangle from name,,noon,4,7.7K
CHOPARD,Wish Perfume EDP 75ml,"AED, ,120.00","AED, ,72.25, ",wrangle from name,wrangle from name,,noon,4,7.7K
HUGO BOSS,Femme EDP 30ml,"AED, ,104.00","AED, ,77.00, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Afnan,Souvenir Floral Bouquet EDP 100ml,"AED, ,132.35, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Ajmal,Blu EDP 90ml,"AED, ,162.00","AED, ,103.60, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
BENTLEY,Absolute EDP 100ml,192.34,111.95,wrangle from name,wrangle from name,,branded perfume,3.3,394
AVON,Rare Pearls EDP 50ml,124.90,,wrangle from name,wrangle from name,,noon,4,7.7K
Robert Piguet,Visa EDP 100ml,427.05,297.65,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
HUGO BOSS,Extreme EDP 50ml,237.00,123.00,wrangle from name,wrangle from name,,Glazed Fashion,3.5,259
Elizabeth Arden,Provacative EDP 100ml,"AED, ,112.00","AED, ,73.55, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Aramis,Reserve EDP 110ml,"AED, ,342.13","AED, ,249.00, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
PENHALIGON'S,Halfeti EDP 100ml,802.50,,wrangle from name,wrangle from name,,noon,4,7.7K
AIGNER,Etienne Pour Femme EDP 100ml,168.00,112.30,wrangle from name,wrangle from name,,noon,4,7.7K
KORLOFF,Lady Intense EDP 88ml,342.00,105.60,wrangle from name,wrangle from name,,noon,4,7.7K
HERMES,Twilly d'Hermes Eau Poivrée EDP 85ml,"AED, ,373.75","AED, ,278.45, ",wrangle from name,wrangle from name,,noon,4,7.7K
Michael Kors,Turquoise Perfume EDP 100ml,419.00,205.50,wrangle from name,wrangle from name,,Glazed Fashion,3.5,259
Giorgio Beverly Hills,G EDP 90ml,82.95,58.95,wrangle from name,wrangle from name,,noon,4,7.7K
THE WOODS COLLECTION,Wild Roses EDP 100ml,490.00,130.55,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Ajmal,Vision EDP 100ml,"AED, ,50.00","AED, ,45.00, ",wrangle from name,wrangle from name,,Ajmal Perfumes,4.1,34
CHLOE,Love Story EDP 50ml,378.00,156.60,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Afnan,Supremacy In Heaven EDP 100ml,154.91,106.10,wrangle from name,wrangle from name,,branded perfume,3.3,394
Orto Parisi,Boccanera EDP 50ml,754.65,400.05,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
AMOUAGE,Fate EDP 100ml,443.00,,wrangle from name,wrangle from name,,noon,4,7.7K
VALENTINO,Valentina EDP 50ml,374.25,171.50,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Britney Spears,Midnight Fantasy EDP 100ml,140.00,65.85,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Abercrombie & Fitch,First Instinct Sheer EDP 100ml,"AED, ,137.00","AED, ,99.95, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
CHANEL,Chance EDP 50ml,660.00,435.50,wrangle from name,wrangle from name,,branded perfume,3.3,394
Estee Lauder,Pleasures EDP 100ml,"AED, ,178.00, ",,wrangle from name,wrangle from name,,branded perfume,3.3,394
Ulric De Varens,D'Orient Saphir EDP 100ml,57.00,35.00,wrangle from name,wrangle from name,,JASHANMAL,3.9,584
Dolce & Gabbana,Velvet Mimosa EDP 50ml,945.00,264.35,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Acqua Di Parisis,Essenza Intensa Musk Sultan EDP 100ml,146.00,63.90,wrangle from name,wrangle from name,,noon,4,7.7K
MY PERFUMES,Irish Deluxe EDP 100ml,150.00,49.00,wrangle from name,wrangle from name,,Giorgio Perfumes Original,4,23
CAROLINA HERRERA,Nightfall Patchouli EDP 100ml,1261.00,885.00,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Chris Adams,Destiny EDP 100ml,"AED, ,120.00","AED, ,49.10, ",wrangle from name,wrangle from name,,EOBA LLC,3.7,38
Calvin Klein,Beauty EDP 100ml,"AED, ,85.45, ",,wrangle from name,wrangle from name,,branded perfume,3.3,394
CHLOE,Chloe EDP 125ml,379.00,,wrangle from name,wrangle from name,,PERFUMES GALLERY,3.3,81
CHANEL,Coco Mademoiselle EDP 100ml,440.00,,wrangle from name,wrangle from name,,Al Aflah Trading LLC,1.7,46
Amazing Creation,Love EDP 100ml,30.75,,wrangle from name,wrangle from name,,noon,4,7.7K
Tiziana Terenzi,Caput Mundi EDP 3.38ounce,"AED, ,946.00","AED, ,623.00, ",wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
MORESQUE,Gold Oroluna EDP 50ml,1570.00,995.00,wrangle from name,wrangle from name,,MG.Store,3,2.3K
Alfred Verne,Azure Isle EDP 80ml,79.15,,wrangle from name,wrangle from name,,noon,4,7.7K
Jessica Simpson,Fancy Girl EDP 3.4ounce,132.00,68.50,wrangle from name,wrangle from name,,noon,4,7.7K
Amouroud,White Hinoki EDP 100ml,538.00,299.10,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Atkinsons,Majesty The Oud EDP 100ml,439.00,321.50,wrangle from name,wrangle from name,,Fragrance House,3.5,246
KILIAN,On The Rocks EDP 50ml,850.55,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Fleur De Grasse,Incensole EDP 50ml,74.55,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Alfred Verne,Arabian Isle EDP 80ml,112.00,75.95,wrangle from name,wrangle from name,,noon,4,7.7K
Amazing Creation,Life EDP 100ml,34.15,,wrangle from name,wrangle from name,,noon,4,7.7K
TAWOOS,Nasayem EDP 100ml,76.00,,wrangle from name,wrangle from name,,Signature Perfumes,3.3,27
ENRICOGI,Oud Magnifico EDP 100ml,115.00,61.40,wrangle from name,wrangle from name,,noon,4,7.7K
Tory Burch,Jolie Fleur Rose EDP 3.4ounce,"AED, ,280.00","AED, ,257.50, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Jimmy Choo,Illicit EDP 100ml,"AED, ,142.75, ",,wrangle from name,wrangle from name,,branded perfume,3.3,394
Agent Provocateur,Miss EDP 100ml,"AED, ,115.00","AED, ,112.00, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
THE WOODS COLLECTION,Dancing Leaves EDP 100ml,"AED, ,191.00","AED, ,145.80, ",wrangle from name,wrangle from name,,Fragrance House,3.5,246
Frederic Malle,Dans Tes Bras EDP 100ml,1048.00,870.25,wrangle from name,wrangle from name,,Fragrance House,3.5,246
Guerlain,Samsara EDP 100ml,415.00,221.95,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Dior,Sauvage Perfume 100ml,584.00,425.45,wrangle from name,wrangle from name,,HOUSE OF DEALS,1.7,79
BURBERRY,Burberry Body EDP 4.5ml,,,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Faberge,Brut Parfums Prestige EDP 100ml,48.95,,wrangle from name,wrangle from name,,WAVE STORE,2.2,41
NARCISO RODRIGUEZ,Narciso Rouge EDP 90ml,589.00,245.00,wrangle from name,wrangle from name,,Victory Perfumes,3.5,235
VERSACE,Crystal Noir EDP 90ml,440.00,170.65,wrangle from name,wrangle from name,,WEB MART,1.7,90
Mancera,Gold Intensitive Aoud EDP 120ml,,,wrangle from name,wrangle from name,,DealsOnline,2.8,95
CHANEL,Chance EDP 100ml,,,wrangle from name,wrangle from name,,Flaner,3.3,38
BURBERRY,The Beat EDP 75ml,394.25,135.00,wrangle from name,wrangle from name,,Signature Perfumes,3.3,27
Dolce & Gabbana,Dolce Edp 75ml,,,wrangle from name,wrangle from name,,Victory Perfumes,3.5,235
Roberto Cavalli,Florence EDP 50ml,,,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Atkinsons,Her Majesty The Oud EDP 100ml,389.00,298.90,wrangle from name,wrangle from name,,PERFUMES GALLERY,3.3,81
Lattafa,Al Maas EDP 35ml,49.00,16.95,wrangle from name,wrangle from name,,Sibco trading,1.9,238
Niya,Himalayan Jasmine (Intention) EDP 100ml,99.00,45.00,wrangle from name,wrangle from name,,noon,4,48.9K
GIORGIO ARMANI,Si Passione EDP For Women 100ml,600.00,350.15,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
TOM FORD,Black Orchid EDP For Unisex 100ml,,,wrangle from name,wrangle from name,,Immortal Fragrance,1.4,97
LANVIN PARIS,Eclat D'fleurs EDP 100ml,105.30,89.10,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Rasasi,Romance EDP 45ml,61.00,34.15,wrangle from name,wrangle from name,,umeema,3,105
Agent Provocateur,Fatale Intense EDP 100ml,"AED, ,192.00","AED, ,77.50, ",wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Dehen w 3oood,Hair Mist Dana Al Ain 30ml,"AED, ,90.00, ",,wrangle from name,wrangle from name,,Dehen_w_3oood,4.8,32
Niya,Vetiver Spice EDP 100ml,99.00,45.00,wrangle from name,wrangle from name,,noon,4,48.9K
BYREDO,Black Saffron EDP 100ml,"AED, ,768.00, ",,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
KORLOFF,Take Me to the Moon EDP 100ml,97.11,74.70,wrangle from name,wrangle from name,,Fragrance House,3.5,246
THE WOODS COLLECTION,Green Walk EDP 100ml,"AED, ,279.00","AED, ,144.15, ",wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
NARCISO RODRIGUEZ,Fleur Musc EDP 100ml,377.00,287.50,wrangle from name,wrangle from name,,noon,4,7.7K
Tiziana Terenzi,Bigia EDP 100ml,949.00,507.00,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
LACOSTE,Pour EDP 90ml,112.20,,wrangle from name,wrangle from name,,noon,4,7.7K
CLIVE CHRISTIAN,Clive Christian 1872 Fresh Citrus EDP 50ml,1056.00,902.60,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Dior,Pure Poison EDP 100ml,897.00,443.20,wrangle from name,wrangle from name,,noon,4,7.7K
Jessica Simpson,Vintage Bloom EDP 100ml,"AED, ,61.10, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Amouroud,Midnight Rose EDP 100ml,"AED, ,410.00","AED, ,290.00, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Amouroud,Bois D Orient EDP 100ml,"AED, ,349.70","AED, ,302.50, ",wrangle from name,wrangle from name,,Fragrance House,3.5,246
Armaf,Club De Nuit EDP 105ml,324.00,93.50,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Ariana Grande,Sweet Like Candy EDP 3.4ounce,209.00,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
CAROLINA HERRERA,212 VIP EDP 100ml,255.00,,wrangle from name,wrangle from name,,Brand Store,3.7,173
Guerlain,Mon Florale EDP 50ml,"AED, ,341.00","AED, ,200.00, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Bond No.9,New York Sandalwood EDP 100ml,"AED, ,667.00","AED, ,542.00, ",wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Mancera,Roses Vanille EDP Vails 2ml,"AED, ,70.00","AED, ,14.95, ",wrangle from name,wrangle from name,,PERFUMES GALLERY,3.3,81
GUCCI,Bloom Nettare Di Fiori EDP 30ml,"AED, ,167.15, ",,wrangle from name,wrangle from name,,noon,4,7.7K
MAUBOUSSIN,Pour Lui In Black EDP 3.3ounce,165.00,132.00,wrangle from name,wrangle from name,,Fragrance House,3.5,246
PERRY ELLIS,18 EDP 100ml,88.80,,wrangle from name,wrangle from name,,noon,4,7.7K
